117,1,0
117,2,1
117,3,0
118,1,0
118,2,0
119,1,1
119,2,1
119,3,0
119,4,1
120,1,0
120,2,0
121,1,1
122,1,0
122,2,1
122,3,1
122,4,0
123,1,0
123,2,0
123,3,1
123,4,0
124,1,0
124,2,0
124,3,0
124,4,1
124,5,1
125,1,0
125,2,0
125,3,1
126,1,0
126,2,1
126,3,1
126,4,0
127,1,0
128,1,0
128,2,0
129,1,0
129,2,0
129,3,1
130,1,0
130,2,0
131,1,1
132,1,0
133,1,0
134,1,1
134,2,0
135,1,0
135,2,0
135,3,1
135,4,1
136,1,0
137,1,0
137,2,0
137,3,0
138,1,0
138,2,0
139,1,0
139,2,0
140,1,0
140,2,1
140,3,0
140,4,1
140,5,1
141,1,0
141,2,0
141,3,0
141,4,1
141,5,1
142,1,0
143,1,1
143,2,0
143,3,1
144,1,0
144,2,1
145,1,0
145,2,0
146,1,0
146,2,1
146,3,0
147,1,0
148,1,0
148,2,0
148,3,1
149,1,0
149,2,1
149,3,1
150,1,0
150,2,0
150,3,1
150,4,1
151,1,0
151,2,1
152,1,0
152,2,1
153,1,0
154,1,0
155,1,0
155,2,1
155,3,1
155,4,1
156,1,1
156,2,1
156,3,1
157,1,0
157,2,0
157,3,1
158,1,1
158,2,0
159,1,0
159,2,0
159,3,1
160,1,0
161,1,0
161,2,1
161,3,1
161,4,0
161,5,0
162,1,0
162,2,0
163,1,1
163,2,1
164,1,0
164,2,1
164,3,1
165,1,0
165,2,0
165,3,0
165,4,1
166,1,0
166,2,0
166,3,1
166,4,1
167,1,1
167,2,1
168,1,0
168,2,1
168,3,0
169,1,0
169,2,0
169,3,1
170,1,1
170,2,1
170,3,1
171,1,0
171,2,1
172,1,0
173,1,0
173,2,0
173,3,1
174,1,0
174,2,1
174,3,0
174,4,1
175,1,0
176,1,0
176,2,0
176,3,0
177,1,0
177,2,0
178,1,0
178,2,0
178,3,1
178,4,0
178,5,1
179,1,0
180,1,0
181,1,0
181,2,0
181,3,1
182,1,1
182,2,0
182,3,1
183,1,0
183,2,0
183,3,1
183,4,1
184,1,0
184,2,1
185,1,0
185,2,1
186,1,0
187,1,0
187,2,1
187,3,1
188,1,1
188,2,1
188,3,0
189,1,0
189,2,1
190,1,1
190,2,1
190,3,1
191,1,0
191,2,1
192,1,1
192,2,0
192,3,1
192,4,1
193,1,0
193,2,0
193,3,1
193,4,1
193,5,1
194,1,0
195,1,0
195,2,0
195,3,1
195,4,1
196,1,1
196,2,1
196,3,1
196,4,1
197,1,0
197,2,0
197,3,1
198,1,0
199,1,0
199,2,1
200,1,0
200,2,1
200,3,1
201,1,0
202,1,1
202,2,1
203,1,1
203,2,0
204,1,0
205,1,1
205,2,1
205,3,0
206,1,0
207,1,0
208,1,0
208,2,1
209,1,1
209,2,0
209,3,0
210,1,0
210,2,0
211,1,0
212,1,0
212,2,1
213,1,0
213,2,1
214,1,0
214,2,0
215,1,0
216,1,0
216,2,0
216,3,0
217,1,0
218,1,0
219,1,0
219,2,0
220,1,0
220,2,1
221,1,0
221,2,0
221,3,0
221,4,0
221,5,0
222,1,0
222,2,0
222,3,0
222,4,1
223,1,0
223,2,0
224,1,1
224,2,0
224,3,1
224,4,1
225,1,0
225,2,0
225,3,1
226,1,0
226,2,0
227,1,1
228,1,1
228,2,0
229,1,0
229,2,1
229,3,1
230,1,0
230,2,0
231,1,0
232,1,0
233,1,0
234,1,0
235,1,1
235,2,1
235,3,1
236,1,0
236,2,0
236,3,0
237,1,0
237,2,0
238,1,0
238,2,1
239,1,0
239,2,1
239,3,0
239,4,1
240,1,0
240,2,1
241,1,0
241,2,1
241,3,1
242,1,1
242,2,0
243,1,0
243,2,1
243,3,1
243,4,1
243,5,1
244,1,0
244,2,0
244,3,1
245,1,0
245,2,0
245,3,1
245,4,1
245,5,1
246,1,1
246,2,0
246,3,0
247,1,1
247,2,1
248,1,0
248,2,1
248,3,1
249,1,1
249,2,1
249,3,1
249,4,1
250,1,0
250,2,0
250,3,0
251,1,1
252,1,0
252,2,0
252,3,0
253,1,0
253,2,0
253,3,0
254,1,0
254,2,0
254,3,0
254,4,1
254,5,1
255,1,1
255,2,0
255,3,1
255,4,1
256,1,0
256,2,0
257,1,0
257,2,0
257,3,1
258,1,0
258,2,0
259,1,0
259,2,1
260,1,0
261,1,0
261,2,0
262,1,0
262,2,1
262,3,1
263,1,1
263,2,1
263,3,0
264,1,1
264,2,0
265,1,0
265,2,1
266,1,0
266,2,0
266,3,1
266,4,1
267,1,0
267,2,1
268,1,0
268,2,1
269,1,0
269,2,0
269,3,0
270,1,0
270,2,0
271,1,1
271,2,1
271,3,1
271,4,0
272,1,1
272,2,0
273,1,0
274,1,0
274,2,0
274,3,1
274,4,1
275,1,0
275,2,0
276,1,1
276,2,0
276,3,1
276,4,1
277,1,0
277,2,0
278,1,0
278,2,0
278,3,1
278,4,1
279,1,0
279,2,1
280,1,0
281,1,0
282,1,0
282,2,1
283,1,0
283,2,1
284,1,0
284,2,0
285,1,0
285,2,1
285,3,1
285,4,1
286,1,0
286,2,0
287,1,0
287,2,1
288,1,1
288,2,0
288,3,1
288,4,0
289,1,0
289,2,0
289,3,1
289,4,1
290,1,0
290,2,1
290,3,0
291,1,1
291,2,0
291,3,1
291,4,0
291,5,0
292,1,0
292,2,1
292,3,1
293,1,0
293,2,1
293,3,0
293,4,1
294,1,0
294,2,0
295,1,0
295,2,0
295,3,1
296,1,1
296,2,0
297,1,0
297,2,0
297,3,0
297,4,1
298,1,0
298,2,1
298,3,1
299,1,0
299,2,0
300,1,0
301,1,0
301,2,0
301,3,1
301,4,0
302,1,0
302,2,1
302,3,1
302,4,1
303,1,1
303,2,0
304,1,0
304,2,0
304,3,1
304,4,1
305,1,0
305,2,1
306,1,1
306,2,0
306,3,0
307,1,1
308,1,0
308,2,0
309,1,1
309,2,0
309,3,1
310,1,0
310,2,0
311,1,0
311,2,0
311,3,1
311,4,1
312,1,0
312,2,1
312,3,0
313,1,0
313,2,1
313,3,1
313,4,1
314,1,0
315,1,0
315,2,0
315,3,0
315,4,1
316,1,0
316,2,0
316,3,1
317,1,0
317,2,0
318,1,0
318,2,0
318,3,0
318,4,0
319,1,0
319,2,0
320,1,0
320,2,0
320,3,1
321,1,0
321,2,1
321,3,1
322,1,0
322,2,0
323,1,1
323,2,1
323,3,0
323,4,1
324,1,0
324,2,0
325,1,1
325,2,1
326,1,0
327,1,1
328,1,0
329,1,0
330,1,0
330,2,1
331,1,0
331,2,0
331,3,0
331,4,1
331,5,0
332,1,0
333,1,1
333,2,1
334,1,0
334,2,1
334,3,1
335,1,1
335,2,0
336,1,1
336,2,0
336,3,0
337,1,1
337,2,1
337,3,1
337,4,0
337,5,1
338,1,0
338,2,1
338,3,0
339,1,0
339,2,0
340,1,1
340,2,0
340,3,1
341,1,0
341,2,1
342,1,0
343,1,0
343,2,0
344,1,1
345,1,0
345,2,1
346,1,0
346,2,1
347,1,0
347,2,0
347,3,0
347,4,1
347,5,1
348,1,0
348,2,0
348,3,0
348,4,1
349,1,0
349,2,0
349,3,1
349,4,1
350,1,1
350,2,0
351,1,0
351,2,1
352,1,0
352,2,1
352,3,1
352,4,1
353,1,0
353,2,0
353,3,1
354,1,0
354,2,1
354,3,0
354,4,1
355,1,0
355,2,1
355,3,1
355,4,0
356,1,0
356,2,0
356,3,1
356,4,1
357,1,0
357,2,0
357,3,0
358,1,1
358,2,0
358,3,1
358,4,1
359,1,1
359,2,0
359,3,1
360,1,0
360,2,1
360,3,1
361,1,0
361,2,1
361,3,1
362,1,1
362,2,0
363,1,1
363,2,0
363,3,1
363,4,1
364,1,0
365,1,0
366,1,0
367,1,1
367,2,0
367,3,1
368,1,1
368,2,0
368,3,0
368,4,1
369,1,0
369,2,0
370,1,0
371,1,0
371,2,0
371,3,1
372,1,1
372,2,0
372,3,1
372,4,1
372,5,1
373,1,0
373,2,1
373,3,0
373,4,1
374,1,0
375,1,0
375,2,0
375,3,1
375,4,1
376,1,1
376,2,0
376,3,1
376,4,1
377,1,0
377,2,1
378,1,1
378,2,0
379,1,0
379,2,0
379,3,0
379,4,0
380,1,0
381,1,0
381,2,0
381,3,1
382,1,0
383,1,0
383,2,0
384,1,0
384,2,1
384,3,1
385,1,0
386,1,0
386,2,1
386,3,1
387,1,1
387,2,0
387,3,1
388,1,0
388,2,1
389,1,1
389,2,1
389,3,1
390,1,0
390,2,1
390,3,1
391,1,0
391,2,0
391,3,1
392,1,1
392,2,0
393,1,0
393,2,0
394,1,0
395,1,0
395,2,0
395,3,1
396,1,1
396,2,0
396,3,1
396,4,1
397,1,0
397,2,0
398,1,0
398,2,0
398,3,0
399,1,1
400,1,0
400,2,0
401,1,0
402,1,0
402,2,0
402,3,1
403,1,0
403,2,0
404,1,0
404,2,0
404,3,0
405,1,1
405,2,1
406,1,0
406,2,1
406,3,1
407,1,0
407,2,0
407,3,1
407,4,1
408,1,0
408,2,0
408,3,1
408,4,1
408,5,1
409,1,1
409,2,1
409,3,1
409,4,1
410,1,0
410,2,1
411,1,1
412,1,0
412,2,0
412,3,1
413,1,0
414,1,0
414,2,0
415,1,0
415,2,1
416,1,0
416,2,1
417,1,0
417,2,0
417,3,1
417,4,1
418,1,1
418,2,0
418,3,1
418,4,0
419,1,0
420,1,0
420,2,0
421,1,0
421,2,0
422,1,1
423,1,0
423,2,1
423,3,1
424,1,0
424,2,1
424,3,1
424,4,1
425,1,0
425,2,1
426,1,1
426,2,1
426,3,1
426,4,0
427,1,0
427,2,0
428,1,0
429,1,1
429,2,0
430,1,0
430,2,1
430,3,0
431,1,0
431,2,1
432,1,0
432,2,0
432,3,1
433,1,0
433,2,1
433,3,1
434,1,0
435,1,1
435,2,1
435,3,1
435,4,1
436,1,0
436,2,1
437,1,0
437,2,0
437,3,1
438,1,0
438,2,0
438,3,1
439,1,0
439,2,0
439,3,0
440,1,0
440,2,0
441,1,0
442,1,1
443,1,1
443,2,0
443,3,1
443,4,1
444,1,0
444,2,0
444,3,1
444,4,0
445,1,1
446,1,0
446,2,1
446,3,1
446,4,1
447,1,1
447,2,0
448,1,0
449,1,1
449,2,0
449,3,1
450,1,1
450,2,1
450,3,1
451,1,0
451,2,1
451,3,0
452,1,0
453,1,0
453,2,1
453,3,1
454,1,0
454,2,0
454,3,0
455,1,1
455,2,0
456,1,0
457,1,0
457,2,0
457,3,1
457,4,1
458,1,0
458,2,0
458,3,1
459,1,0
459,2,0
459,3,1
460,1,0
460,2,0
460,3,0
460,4,1
461,1,0
462,1,0
462,2,0
463,1,0
463,2,1
463,3,0
464,1,1
464,2,1
465,1,0
465,2,0
465,3,1
465,4,1
465,5,1
466,1,0
466,2,1
466,3,1
467,1,0
467,2,1
468,1,1
468,2,0
468,3,0
469,1,0
469,2,1
470,1,0
470,2,0
471,1,0
471,2,0
471,3,1
472,1,0
472,2,0
472,3,0
473,1,1
473,2,0
473,3,1
473,4,1
473,5,1
474,1,0
474,2,0
474,3,1
474,4,0
475,1,0
475,2,0
475,3,1
476,1,0
476,2,0
477,1,1
477,2,0
477,3,0
478,1,0
478,2,0
479,1,1
479,2,1
480,1,0
481,1,0
482,1,0
482,2,0
482,3,0
483,1,0
484,1,0
485,1,0
486,1,0
486,2,0
487,1,1
487,2,0
487,3,1
488,1,0
488,2,0
488,3,1
489,1,1
489,2,0
489,3,0
490,1,0
490,2,1
490,3,1
491,1,0
491,2,0
491,3,1
492,1,1
492,2,1
492,3,1
492,4,1
493,1,0
493,2,0
493,3,0
494,1,0
495,1,1
495,2,0
496,1,0
496,2,1
497,1,0
497,2,1
498,1,0
498,2,0
498,3,1
499,1,0
499,2,0
